# subscribed links TSV file

type	HousingKeywords	name	category	cities	isrent	issell	rentline	sellline
type	HousingCity	name	hotrent1	hotrent2	hotrent3	hotsell1	hotsell2	hotsell3	rentnum	tenantnum	sellnum
type	HousingDistrict	city	name	hotrent1	hotrent2	hotrent3	hotsell1	hotsell2	hotsell3	rentnum	tenantnum	sellnum
type	HousingNeighborhood	city	district	name	relatedrent1	relatedrent2	relatedrent3	relatedsell1	relatedsell2	relatedsell3	rentnum	tenantnum	sellnum

type	HousingHotCities	city1	city2	city3	city4	city5	city6	city7	city8	city9	city10	city11	city12	city13	city14

data	HousingHotCities	HHC001	北京	上海	广州	深圳	南京	重庆	天津	沈阳	成都	哈尔滨	苏州	杭州	武汉	青岛

data	HousingKeywords	HK000	房屋信息	出租	HHC001	HK000	HK000	HK000	HK000	房屋	房屋信息	房子	房子信息	看房	住房	找房子
data	HousingKeywords	HK001	租房	出租	HHC001	HK001		HK001		租房	求租	出租	出租房	租赁	租房信息	租屋	短租房	短期租房	房屋出租	出租房屋	房屋租赁	租房网	租房信息网	房屋求租	求租房屋	日租房	出租房源
data	HousingKeywords	HK002	找合租	合租	HHC001			HK002		合租	合租房	找合租	合租房源
data	HousingKeywords	HK003	二手房	出售	HHC001				HK003	二手房	卖房	卖屋	售房	售屋	二手房信息	2手房	2手房信息	找二手房	二手房网	二手房信息网	出售房源	二手房源	二手房房源
data	HousingNeighborhood	HN00347	上海	徐汇区	龙漕路	HN00294	HN01156	HN00485	HN00294	HN01156	HN01197	1089	405	1278	上海龙漕路	上海徐汇区龙漕路	上海徐汇龙漕路	上海市龙漕路	上海市徐汇区龙漕路	上海市徐汇龙漕路	龙漕路	徐汇区龙漕路	徐汇龙漕路
data	HousingNeighborhood	HN01684	北京	丰台区	富锦嘉园	HN03636	HN01812	HN03754	HN03636	HN01812	HN03754	101	75	137	北京富锦嘉园	北京丰台富锦嘉园	北京丰台区富锦嘉园	北京市富锦嘉园	北京市丰台富锦嘉园	北京市丰台区富锦嘉园	富锦嘉园	丰台富锦嘉园	丰台区富锦嘉园
data	HousingNeighborhood	HN06036	深圳	南山区	沿山路	HN06181	HN06050	HN06025	HN06050	HN06181	HN06020	272	8	313	深圳沿山路	深圳南山区沿山路	深圳南山沿山路	深圳市沿山路	深圳市南山区沿山路	深圳市南山沿山路	沿山路	南山区沿山路	南山沿山路
data	HousingNeighborhood	HN05341	杭州	下城区	施家花园	HN05389	HN05386	HN05362	HN05389	HN05365	HN05360	150	0	457	杭州施家花园	杭州下城区施家花园	杭州下城施家花园	杭州市施家花园	杭州市下城区施家花园	杭州市下城施家花园	施家花园	下城区施家花园	下城施家花园
data	HousingNeighborhood	HN03741	北京	通州区	海户屯	HN01819	HN01850	HN01826	HN01819	HN01850	HN01826	43	2	46	北京海户屯	北京通州海户屯	北京通州区海户屯	北京市海户屯	北京市通州海户屯	北京市通州区海户屯	海户屯	通州海户屯	通州区海户屯
data	HousingNeighborhood	HN04768	广州	天河区	中山大道西	HN04788	HN04929	HN04792	HN04788	HN04712	HN04758	1914	33	965	广州中山大道西	广州天河区中山大道西	广州天河中山大道西	广州市中山大道西	广州市天河区中山大道西	广州市天河中山大道西	中山大道西	天河区中山大道西	天河中山大道西
data	HousingNeighborhood	HN06645	深圳	龙岗区	南岭小学	HN06646	HN06668	HN06404	HN06646	HN06668	HN06404	30	0	211	深圳南岭小学	深圳龙岗南岭小学	深圳龙岗区南岭小学	深圳市南岭小学	深圳市龙岗南岭小学	深圳市龙岗区南岭小学	南岭小学	龙岗南岭小学	龙岗区南岭小学
data	HousingNeighborhood	HN02408	北京	朝阳区	发展大厦	HN02779	HN02393	HN02291	HN02779	HN02393	HN02291	55	6	19	北京发展大厦	北京朝阳发展大厦	北京朝阳区发展大厦	北京市发展大厦	北京市朝阳发展大厦	北京市朝阳区发展大厦	发展大厦	朝阳发展大厦	朝阳区发展大厦
data	HousingNeighborhood	HN06482	深圳	福田区	香轩路	HN06673	HN06481		HN06673	HN06481		16	0	42	深圳香轩路	深圳福田区香轩路	深圳福田香轩路	深圳市香轩路	深圳市福田区香轩路	深圳市福田香轩路	香轩路	福田区香轩路	福田香轩路
data	HousingNeighborhood	HN00951	上海	金山区	蔷薇	HN00485	HN01180	HN01167	HN01180	HN01167	HN00485	132	18	671	上海蔷薇	上海金山蔷薇	上海金山区蔷薇	上海市蔷薇	上海市金山蔷薇	上海市金山区蔷薇	蔷薇	金山蔷薇	金山区蔷薇
data	HousingNeighborhood	HN00013	上海	南汇区	南六公路	HN00888	HN00886	HN00023	HN00886	HN00422	HN00023	68	3	701	上海南六公路	上海南汇南六公路	上海南汇区南六公路	上海市南六公路	上海市南汇南六公路	上海市南汇区南六公路	南六公路	南汇南六公路	南汇区南六公路
data	HousingNeighborhood	HN04832	广州	海珠区	保利花园	HN04904	HN04683	HN04901	HN04904	HN04683	HN04901	87	27	418	广州保利花园	广州海珠保利花园	广州海珠区保利花园	广州市保利花园	广州市海珠保利花园	广州市海珠区保利花园	保利花园	海珠保利花园	海珠区保利花园
data	HousingNeighborhood	HN07433	长沙	芙蓉区	五一路	HN07437	HN07438	HN07436	HN07449	HN07437	HN07438	454	13	430	长沙五一路	长沙芙蓉五一路	长沙芙蓉区五一路	长沙市五一路	长沙市芙蓉五一路	长沙市芙蓉区五一路	芙蓉五一路	芙蓉区五一路
data	HousingNeighborhood	HN06938	福州	鼓楼区	鼓西路	HN06934			HN06934			77	19	83	福州鼓西路	福州鼓楼鼓西路	福州鼓楼区鼓西路	福州市鼓西路	福州市鼓楼鼓西路	福州市鼓楼区鼓西路	鼓西路	鼓楼鼓西路	鼓楼区鼓西路
data	HousingNeighborhood	HN07182	西安	碑林区	文艺路	HN07161	HN07163	HN07214	HN07214	HN07161	HN07163	1810	40	804	西安文艺路	西安碑林文艺路	西安碑林区文艺路	西安市文艺路	西安市碑林文艺路	西安市碑林区文艺路	文艺路	碑林文艺路	碑林区文艺路
data	HousingNeighborhood	HN04489	天津	河西区	西楼北里	HN04529	HN04536	HN04521	HN04529	HN04521	HN04282	35	3	57	天津西楼北里	天津河西西楼北里	天津河西区西楼北里	天津市西楼北里	天津市河西西楼北里	天津市河西区西楼北里	西楼北里	河西西楼北里	河西区西楼北里
data	HousingNeighborhood	HN00796	上海	浦东新区	晨晖路	HN00877	HN00609	HN00580	HN00877	HN00892	HN00609	2321	63	524	上海晨晖路	上海浦东新区晨晖路	上海浦东晨晖路	上海市晨晖路	上海市浦东新区晨晖路	上海市浦东晨晖路	晨晖路	浦东新区晨晖路	浦东晨晖路
data	HousingNeighborhood	HN00012	上海	南汇区	公平	HN00720	HN00104	HN00555	HN00720	HN00104	HN00820	31	16	114	上海公平	上海南汇公平	上海南汇区公平	上海市公平	上海市南汇公平	上海市南汇区公平	公平	南汇公平	南汇区公平
data	HousingNeighborhood	HN02853	北京	朝阳区	姚家园路	HN02842	HN02840	HN02902	HN02842	HN02902	HN02840	538	54	2164	北京姚家园路	北京朝阳姚家园路	北京朝阳区姚家园路	北京市姚家园路	北京市朝阳姚家园路	北京市朝阳区姚家园路	姚家园路	朝阳姚家园路	朝阳区姚家园路
data	HousingNeighborhood	HN03049	北京	海淀区	力度家园	HN03335	HN03332	HN03409	HN02471	HN03335	HN03409	131	20	255	北京力度家园	北京海淀力度家园	北京海淀区力度家园	北京市力度家园	北京市海淀力度家园	北京市海淀区力度家园	力度家园	海淀力度家园	海淀区力度家园
data	HousingNeighborhood	HN01993	北京	宣武区	白广路	HN01989	HN02004	HN01805	HN01989	HN02004	HN01805	346	119	233	北京白广路	北京宣武区白广路	北京宣武白广路	北京市白广路	北京市宣武区白广路	北京市宣武白广路	白广路	宣武区白广路	宣武白广路
data	HousingNeighborhood	HN05422	杭州	拱墅区	浅水湾城市花园	HN05558	HN05568	HN05440	HN05568	HN05427	HN05558	98	11	1021	杭州浅水湾城市花园	杭州拱墅浅水湾城市花园	杭州拱墅区浅水湾城市花园	杭州市浅水湾城市花园	杭州市拱墅浅水湾城市花园	杭州市拱墅区浅水湾城市花园	浅水湾城市花园	拱墅浅水湾城市花园	拱墅区浅水湾城市花园
data	HousingNeighborhood	HN04921	广州	番禺区	碧桂园	HN04922	HN04683	HN04914	HN04922	HN04683	HN04914	2524	22	22150	广州碧桂园	广州番禺碧桂园	广州番禺区碧桂园	广州市碧桂园	广州市番禺碧桂园	广州市番禺区碧桂园	碧桂园	番禺碧桂园	番禺区碧桂园
data	HousingNeighborhood	HN00317	上海	徐汇区	瑞金南路	HN00294	HN00297	HN00062	HN00294	HN00062	HN00297	299	36	1085	上海瑞金南路	上海徐汇区瑞金南路	上海徐汇瑞金南路	上海市瑞金南路	上海市徐汇区瑞金南路	上海市徐汇瑞金南路	瑞金南路	徐汇区瑞金南路	徐汇瑞金南路
data	HousingNeighborhood	HN05950	深圳	南山区	百富大厦	HN06181	HN05931	HN05840	HN06181	HN05931	HN05840	288	0	267	深圳百富大厦	深圳南山区百富大厦	深圳南山百富大厦	深圳市百富大厦	深圳市南山区百富大厦	深圳市南山百富大厦	百富大厦	南山区百富大厦	南山百富大厦
data	HousingNeighborhood	HN07282	郑州		文化宫路	HN07286	HN07326	HN07325	HN07326	HN07325	HN07286	68	5	269	郑州文化宫路	郑州市文化宫路	文化宫路
data	HousingNeighborhood	HN00337	上海	徐汇区	钦州路	HN00285	HN00299	HN00319	HN00285	HN00299	HN00319	839	135	1614	上海钦州路	上海徐汇区钦州路	上海徐汇钦州路	上海市钦州路	上海市徐汇区钦州路	上海市徐汇钦州路	钦州路	徐汇区钦州路	徐汇钦州路
data	HousingNeighborhood	HN00874	上海	浦东新区	长岛路	HN00754	HN00731	HN00678	HN00754	HN00731	HN00646	394	134	1703	上海长岛路	上海浦东新区长岛路	上海浦东长岛路	上海市长岛路	上海市浦东新区长岛路	上海市浦东长岛路	长岛路	浦东新区长岛路	浦东长岛路
data	HousingNeighborhood	HN06978	苏州		塘坊苑	HN07091	HN07052		HN07091	HN07052		308	16	287	苏州塘坊苑	苏州市塘坊苑	塘坊苑
data	HousingNeighborhood	HN03121	北京	海淀区	定慧西里	HN03342	HN03381	HN03429	HN03342	HN03381	HN03636	393	72	226	北京定慧西里	北京海淀定慧西里	北京海淀区定慧西里	北京市定慧西里	北京市海淀定慧西里	北京市海淀区定慧西里	定慧西里	海淀定慧西里	海淀区定慧西里
data	HousingNeighborhood	HN03363	北京	海淀区	厢黄旗	HN03335	HN03332	HN03344	HN03335	HN03332	HN03344	80	29	139	北京厢黄旗	北京海淀厢黄旗	北京海淀区厢黄旗	北京市厢黄旗	北京市海淀厢黄旗	北京市海淀区厢黄旗	厢黄旗	海淀厢黄旗	海淀区厢黄旗
data	HousingNeighborhood	HN06233	深圳	福田区	国际商会大厦	HN06673	HN06445	HN06359	HN06673	HN06521	HN06445	133	0	36	深圳国际商会大厦	深圳福田区国际商会大厦	深圳福田国际商会大厦	深圳市国际商会大厦	深圳市福田区国际商会大厦	深圳市福田国际商会大厦	国际商会大厦	福田区国际商会大厦	福田国际商会大厦
data	HousingNeighborhood	HN03837	南京	玄武区	北门桥	HN03942	HN03849	HN03840	HN03942	HN03849	HN03840	119	12	64	南京北门桥	南京玄武北门桥	南京玄武区北门桥	南京市北门桥	南京市玄武北门桥	南京市玄武区北门桥	北门桥	玄武北门桥	玄武区北门桥
data	HousingNeighborhood	HN03982	厦门	思明区	嘉益大厦	HN04026	HN03977	HN04023	HN03977	HN04026	HN03999	183	0	21	厦门嘉益大厦	厦门思明区嘉益大厦	厦门思明嘉益大厦	厦门市嘉益大厦	厦门市思明区嘉益大厦	厦门市思明嘉益大厦	嘉益大厦	思明区嘉益大厦	思明嘉益大厦
data	HousingNeighborhood	HN07273	郑州		宏达路	HN07314			HN07314			11	1	780	郑州宏达路	郑州市宏达路	宏达路
data	HousingNeighborhood	HN05153	成都		莲花北路							81	2	149	成都莲花北路	成都市莲花北路	莲花北路
data	HousingNeighborhood	HN03266	北京	海淀区	蜂鸟社区	HN03335	HN03424	HN02990	HN03335	HN02990	HN03424	662	2	716	北京蜂鸟社区	北京海淀蜂鸟社区	北京海淀区蜂鸟社区	北京市蜂鸟社区	北京市海淀蜂鸟社区	北京市海淀区蜂鸟社区	蜂鸟社区	海淀蜂鸟社区	海淀区蜂鸟社区
data	HousingNeighborhood	HN01534	北京	东城区	天恒大厦	HN01583	HN01505	HN01624	HN01583	HN01624	HN01505	64	12	44	北京东城区天恒大厦	北京天恒大厦	北京东城天恒大厦	北京市东城区天恒大厦	北京市天恒大厦	北京市东城天恒大厦	东城区天恒大厦	天恒大厦	东城天恒大厦
data	HousingNeighborhood	HN04799	广州	天河区	林和中路	HN04683	HN04789	HN04792	HN04683	HN04789	HN04792	207	9	28	广州林和中路	广州天河区林和中路	广州天河林和中路	广州市林和中路	广州市天河区林和中路	广州市天河林和中路	林和中路	天河区林和中路	天河林和中路
data	HousingNeighborhood	HN00934	上海	虹口区	水电路	HN00922	HN00903	HN01241	HN00922	HN00912	HN01227	277	60	759	上海水电路	上海虹口区水电路	上海虹口水电路	上海市水电路	上海市虹口区水电路	上海市虹口水电路	水电路	虹口区水电路	虹口水电路
data	HousingNeighborhood	HN00450	上海	杨浦区	嫩江路	HN00437	HN00435	HN00438	HN00437	HN00435	HN00438	1681	64	333	上海嫩江路	上海杨浦嫩江路	上海杨浦区嫩江路	上海市嫩江路	上海市杨浦嫩江路	上海市杨浦区嫩江路	嫩江路	杨浦嫩江路	杨浦区嫩江路
data	HousingNeighborhood	HN06671	深圳	龙岗区	深惠公路	HN06673	HN06037	HN06155	HN06673	HN06656	HN06155	1010	53	3512	深圳深惠公路	深圳龙岗深惠公路	深圳龙岗区深惠公路	深圳市深惠公路	深圳市龙岗深惠公路	深圳市龙岗区深惠公路	深惠公路	龙岗深惠公路	龙岗区深惠公路
data	HousingNeighborhood	HN05469	杭州	滨江区	东信大道	HN05473	HN05464		HN05473	HN05464		336	0	869	杭州东信大道	杭州滨江区东信大道	杭州滨江东信大道	杭州市东信大道	杭州市滨江区东信大道	杭州市滨江东信大道	东信大道	滨江区东信大道	滨江东信大道
data	HousingNeighborhood	HN02795	北京	朝阳区	京通快速路	HN02842	HN02838	HN02936	HN02842	HN02936	HN02838	397	34	2104	北京京通快速路	北京朝阳京通快速路	北京朝阳区京通快速路	北京市京通快速路	北京市朝阳京通快速路	北京市朝阳区京通快速路	京通快速路	朝阳京通快速路	朝阳区京通快速路
data	HousingNeighborhood	HN02429	北京	朝阳区	嘉多丽园	HN02842	HN02830	HN02809	HN02842	HN02809	HN02830	34	34	124	北京嘉多丽园	北京朝阳嘉多丽园	北京朝阳区嘉多丽园	北京市嘉多丽园	北京市朝阳嘉多丽园	北京市朝阳区嘉多丽园	嘉多丽园	朝阳嘉多丽园	朝阳区嘉多丽园
data	HousingNeighborhood	HN02147	北京	昌平区	慧华苑	HN03332	HN03409	HN03338	HN02471	HN03409	HN03332	179	38	631	北京慧华苑	北京昌平区慧华苑	北京昌平慧华苑	北京市慧华苑	北京市昌平区慧华苑	北京市昌平慧华苑	慧华苑	昌平区慧华苑	昌平慧华苑
data	HousingNeighborhood	HN00331	上海	徐汇区	衡山路	HN00294	HN01332	HN00326	HN00294	HN01332	HN00326	3366	28	19642	上海衡山路	上海徐汇区衡山路	上海徐汇衡山路	上海市衡山路	上海市徐汇区衡山路	上海市徐汇衡山路	衡山路	徐汇区衡山路	徐汇衡山路
data	HousingNeighborhood	HN00332	上海	徐汇区	裕德路	HN00294	HN00315	HN00316	HN00294	HN00315	HN00316	255	26	321	上海裕德路	上海徐汇区裕德路	上海徐汇裕德路	上海市裕德路	上海市徐汇区裕德路	上海市徐汇裕德路	裕德路	徐汇区裕德路	徐汇裕德路
data	HousingNeighborhood	HN06980	苏州		外国语学校	HN07126	HN07127	HN07129	HN07127	HN06972	HN07126	175	2	282	苏州外国语学校	苏州市外国语学校
data	HousingNeighborhood	HN02645	北京	朝阳区	百环家园	HN02842	HN02830	HN02809	HN02842	HN02809	HN02830	1623	1087	219	北京百环家园	北京朝阳百环家园	北京朝阳区百环家园	北京市百环家园	北京市朝阳百环家园	北京市朝阳区百环家园	百环家园	朝阳百环家园	朝阳区百环家园
data	HousingNeighborhood	HN02311	北京	朝阳区	八里庄南里	HN01594	HN01581	HN01904	HN01904	HN01594	HN03587	113	28	139	北京八里庄南里	北京朝阳八里庄南里	北京朝阳区八里庄南里	北京市八里庄南里	北京市朝阳八里庄南里	北京市朝阳区八里庄南里	八里庄南里	朝阳八里庄南里	朝阳区八里庄南里
data	HousingNeighborhood	HN00914	上海	虹口区	同心路	HN00916	HN00922	HN00942	HN00916	HN00922	HN01241	119	40	488	上海同心路	上海虹口区同心路	上海虹口同心路	上海市同心路	上海市虹口区同心路	上海市虹口同心路	同心路	虹口区同心路	虹口同心路
data	HousingNeighborhood	HN03430	北京	海淀区	花园东路	HN03379	HN02202	HN03460	HN03379	HN02202	HN03460	123	56	85	北京花园东路	北京海淀花园东路	北京海淀区花园东路	北京市花园东路	北京市海淀花园东路	北京市海淀区花园东路	花园东路	海淀花园东路	海淀区花园东路
data	HousingNeighborhood	HN04919	广州	番禺区	洛溪新城	HN04683	HN04808	HN04914	HN04921	HN04683	HN04914	928	121	1141	广州洛溪新城	广州番禺洛溪新城	广州番禺区洛溪新城	广州市洛溪新城	广州市番禺洛溪新城	广州市番禺区洛溪新城	洛溪新城	番禺洛溪新城	番禺区洛溪新城
data	HousingNeighborhood	HN05513	杭州	西湖区	景城花园	HN05557	HN05554		HN05557	HN05554		45	65	211	杭州景城花园	杭州西湖景城花园	杭州西湖区景城花园	杭州市景城花园	杭州市西湖景城花园	杭州市西湖区景城花园	景城花园	西湖景城花园	西湖区景城花园
data	HousingNeighborhood	HN03321	北京	海淀区	香山别墅	HN03335	HN03409	HN03338	HN03335	HN03409	HN03439	3	0	108	北京香山别墅	北京海淀香山别墅	北京海淀区香山别墅	北京市香山别墅	北京市海淀香山别墅	北京市海淀区香山别墅	香山别墅	海淀香山别墅	海淀区香山别墅
data	HousingNeighborhood	HN05529	杭州	西湖区	翠苑五区	HN05556	HN05557	HN05558	HN05556	HN05568	HN05558	268	8	800	杭州翠苑五区	杭州西湖翠苑五区	杭州西湖区翠苑五区	杭州市翠苑五区	杭州市西湖翠苑五区	杭州市西湖区翠苑五区	翠苑五区	西湖翠苑五区	西湖区翠苑五区
data	HousingNeighborhood	HN05242	无锡		汉江路	HN05234			HN05234			274	12	10	无锡汉江路	无锡市汉江路	汉江路
data	HousingNeighborhood	HN03918	南京	鼓楼区	山西路	HN03942	HN03849	HN03931	HN03942	HN03931	HN03941	2644	136	338	南京山西路	南京鼓楼山西路	南京鼓楼区山西路	南京市山西路	南京市鼓楼山西路	南京市鼓楼区山西路	山西路	鼓楼山西路	鼓楼区山西路
data	HousingNeighborhood	HN00743	上海	浦东新区	佳林路	HN00294	HN00877	HN00864	HN00877	HN00294	HN00867	118	61	220	上海佳林路	上海浦东新区佳林路	上海浦东佳林路	上海市佳林路	上海市浦东新区佳林路	上海市浦东佳林路	佳林路	浦东新区佳林路	浦东佳林路
data	HousingNeighborhood	HN04317	天津	和平区	陕西路	HN04307	HN04299	HN04291	HN04299	HN04307	HN04291	42	3	75	天津陕西路	天津和平陕西路	天津和平区陕西路	天津市陕西路	天津市和平陕西路	天津市和平区陕西路	陕西路	和平陕西路	和平区陕西路
data	HousingNeighborhood	HN02167	北京	昌平区	百嘉城	HN03548			HN03548			180	87	9	北京百嘉城	北京昌平区百嘉城	北京昌平百嘉城	北京市百嘉城	北京市昌平区百嘉城	北京市昌平百嘉城	百嘉城	昌平区百嘉城	昌平百嘉城
data	HousingNeighborhood	HN04231	天津	南开区	中孚路	HN04236	HN04265	HN04190	HN04236	HN04176	HN04283	55	1	400	天津中孚路	天津南开中孚路	天津南开区中孚路	天津市中孚路	天津市南开中孚路	天津市南开区中孚路	中孚路	南开中孚路	南开区中孚路
data	HousingNeighborhood	HN06661	深圳	龙岗区	阳光花园	HN06641	HN06665	HN06651	HN06641	HN06665	HN06651	175	9	1383	深圳阳光花园	深圳龙岗阳光花园	深圳龙岗区阳光花园	深圳市阳光花园	深圳市龙岗阳光花园	深圳市龙岗区阳光花园	阳光花园	龙岗阳光花园	龙岗区阳光花园
data	HousingNeighborhood	HN07260	郑州		协作路	HN07250	HN07257		HN07250	HN07257		84	2	211	郑州协作路	郑州市协作路	协作路
data	HousingNeighborhood	HN01597	北京	东城区	天安门	HN02842	HN03335	HN02070	HN03335	HN02842	HN02070	256	73	788	北京东城区天安门	北京天安门	北京东城天安门	北京市东城区天安门	北京市天安门	北京市东城天安门	东城区天安门	天安门	东城天安门
data	HousingNeighborhood	HN04922	广州	番禺区	祈福新村	HN04683	HN04808	HN04921	HN04921	HN04683	HN04808	7786	32	28857	广州祈福新村	广州番禺祈福新村	广州番禺区祈福新村	广州市祈福新村	广州市番禺祈福新村	广州市番禺区祈福新村	祈福新村	番禺祈福新村	番禺区祈福新村
data	HousingNeighborhood	HN01905	北京	大兴区	小红门路	HN02842	HN01819	HN01909	HN02842	HN01819	HN01909	121	13	421	北京小红门路	北京大兴小红门路	北京大兴区小红门路	北京市小红门路	北京市大兴小红门路	北京市大兴区小红门路	小红门路	大兴小红门路	大兴区小红门路
data	HousingNeighborhood	HN06589	深圳	罗湖区	前海湾	HN06181	HN06037	HN06153	HN06181	HN06153	HN05918	12	4	94	深圳罗湖区前海湾	深圳前海湾	深圳罗湖前海湾	深圳市罗湖区前海湾	深圳市前海湾	深圳市罗湖前海湾	罗湖区前海湾	前海湾	罗湖前海湾
data	HousingNeighborhood	HN00528	上海	浦东新区	云山星座苑	HN00784	HN00739		HN00784	HN00739		58	48	257	上海云山星座苑	上海浦东新区云山星座苑	上海浦东云山星座苑	上海市云山星座苑	上海市浦东新区云山星座苑	上海市浦东云山星座苑	云山星座苑	浦东新区云山星座苑	浦东云山星座苑
data	HousingNeighborhood	HN04236	天津	南开区	华苑街	HN04190	HN04210	HN04207	HN04207	HN04179	HN04176	11991	58	29990	天津华苑街	天津南开华苑街	天津南开区华苑街	天津市华苑街	天津市南开华苑街	天津市南开区华苑街	华苑街	南开华苑街	南开区华苑街
data	HousingNeighborhood	HN00162	上海	徐汇区	住友公寓	HN00294	HN00347	HN00262	HN00294	HN00262	HN00347	75	63	88	上海住友公寓	上海徐汇区住友公寓	上海徐汇住友公寓	上海市住友公寓	上海市徐汇区住友公寓	上海市徐汇住友公寓	住友公寓	徐汇区住友公寓	徐汇住友公寓
data	HousingNeighborhood	HN00417	上海	杨浦区	东银茗苑	HN00440	HN00449	HN00471	HN00440	HN00449	HN00471	26	0	62	上海东银茗苑	上海杨浦东银茗苑	上海杨浦区东银茗苑	上海市东银茗苑	上海市杨浦东银茗苑	上海市杨浦区东银茗苑	东银茗苑	杨浦东银茗苑	杨浦区东银茗苑
data	HousingNeighborhood	HN01941	北京	宣武区	恒昌花园	HN01989	HN03624	HN02004	HN01989	HN03624	HN02004	48	17	93	北京恒昌花园	北京宣武区恒昌花园	北京宣武恒昌花园	北京市恒昌花园	北京市宣武区恒昌花园	北京市宣武恒昌花园	宣武区恒昌花园	宣武恒昌花园
data	HousingNeighborhood	HN01795	北京	丰台区	光彩路	HN01819	HN01850	HN01837	HN01819	HN01850	HN01806	287	0	472	北京光彩路	北京丰台光彩路	北京丰台区光彩路	北京市光彩路	北京市丰台光彩路	北京市丰台区光彩路	光彩路	丰台光彩路	丰台区光彩路
data	HousingNeighborhood	HN02802	北京	朝阳区	六道口	HN03335	HN03338	HN03379	HN03335	HN03379	HN03338	181	80	99	北京六道口	北京朝阳六道口	北京朝阳区六道口	北京市六道口	北京市朝阳六道口	北京市朝阳区六道口	六道口	朝阳六道口	朝阳区六道口
data	HousingNeighborhood	HN06457	深圳	福田区	福华一路	HN06673	HN06433	HN06414	HN06673	HN06433	HN06414	451	0	0	深圳福华一路	深圳福田区福华一路	深圳福田福华一路	深圳市福华一路	深圳市福田区福华一路	深圳市福田福华一路	福华一路	福田区福华一路	福田福华一路
data	HousingNeighborhood	HN03148	北京	海淀区	恩济花园	HN03342	HN03381	HN03429	HN03342	HN03381	HN03429	45	9	129	北京恩济花园	北京海淀恩济花园	北京海淀区恩济花园	北京市恩济花园	北京市海淀恩济花园	北京市海淀区恩济花园	恩济花园	海淀恩济花园	海淀区恩济花园
data	HousingNeighborhood	HN00223	上海	徐汇区	泰德苑	HN00294	HN00285	HN00273	HN00294	HN00285	HN00296	56	3	293	上海泰德苑	上海徐汇区泰德苑	上海徐汇泰德苑	上海市泰德苑	上海市徐汇区泰德苑	上海市徐汇泰德苑	泰德苑	徐汇区泰德苑	徐汇泰德苑
data	HousingNeighborhood	HN03521	北京	石景山区	模式口	HN03624	HN03512	HN03493	HN03624	HN03512	HN03493	353	38	649	北京模式口	北京石景山模式口	北京石景山区模式口	北京市模式口	北京市石景山模式口	北京市石景山区模式口	模式口	石景山模式口	石景山区模式口
data	HousingNeighborhood	HN07549	青岛	市南区	燕儿岛路	HN07555	HN07543	HN07545	HN07543	HN07555	HN07545	470	64	337	青岛燕儿岛路	青岛市南区燕儿岛路	青岛市南燕儿岛路	青岛市燕儿岛路	青岛市市南区燕儿岛路	青岛市市南燕儿岛路	燕儿岛路	市南区燕儿岛路	市南燕儿岛路
data	HousingNeighborhood	HN02320	北京	朝阳区	凤凰城	HN02842	HN01583	HN02779	HN02842	HN02779	HN01583	1030	20	2508	北京凤凰城	北京朝阳凤凰城	北京朝阳区凤凰城	北京市凤凰城	北京市朝阳凤凰城	北京市朝阳区凤凰城	朝阳凤凰城	朝阳区凤凰城
data	HousingNeighborhood	HN02912	北京	朝阳区	林萃路	HN03335	HN02793	HN03332	HN02793	HN03335	HN03409	83	61	606	北京林萃路	北京朝阳林萃路	北京朝阳区林萃路	北京市林萃路	北京市朝阳林萃路	北京市朝阳区林萃路	林萃路	朝阳林萃路	朝阳区林萃路
data	HousingNeighborhood	HN07305	郑州		经七路	HN07314	HN07244	HN07254	HN07254	HN07314	HN07324	410	24	1109	郑州经七路	郑州市经七路	经七路
data	HousingNeighborhood	HN02121	北京	昌平区	冠庭园	HN03335	HN03332	HN03409	HN02471	HN03335	HN03409	65	1	593	北京冠庭园	北京昌平区冠庭园	北京昌平冠庭园	北京市冠庭园	北京市昌平区冠庭园	北京市昌平冠庭园	冠庭园	昌平区冠庭园	昌平冠庭园
data	HousingNeighborhood	HN05143	成都		紫藤路	HN05102	HN05125	HN05051	HN05102	HN05154	HN05051	105	0	637	成都紫藤路	成都市紫藤路	紫藤路
data	HousingNeighborhood	HN03810	南京	栖霞区	方圆绿茵	HN03821	HN03819		HN03821	HN03819		88	2	70	南京方圆绿茵	南京栖霞区方圆绿茵	南京栖霞方圆绿茵	南京市方圆绿茵	南京市栖霞区方圆绿茵	南京市栖霞方圆绿茵	方圆绿茵	栖霞区方圆绿茵	栖霞方圆绿茵
data	HousingNeighborhood	HN04574	天津	红桥区	北马路	HN04273	HN04177	HN04260	HN04273	HN04549	HN04177	651	2	192	天津北马路	天津红桥北马路	天津红桥区北马路	天津市北马路	天津市红桥北马路	天津市红桥区北马路	北马路	红桥北马路	红桥区北马路
data	HousingNeighborhood	HN00825	上海	浦东新区	源深路	HN00877	HN00720	HN00818	HN00877	HN00720	HN00784	560	58	650	上海源深路	上海浦东新区源深路	上海浦东源深路	上海市源深路	上海市浦东新区源深路	上海市浦东源深路	源深路	浦东新区源深路	浦东源深路
