# subscribed links TSV file

type	HousingKeywords	name	category	cities	isrent	issell	rentline	sellline
type	HousingCity	name	hotrent1	hotrent2	hotrent3	hotsell1	hotsell2	hotsell3	rentnum	tenantnum	sellnum
type	HousingDistrict	city	name	hotrent1	hotrent2	hotrent3	hotsell1	hotsell2	hotsell3	rentnum	tenantnum	sellnum
type	HousingNeighborhood	city	district	name	relatedrent1	relatedrent2	relatedrent3	relatedsell1	relatedsell2	relatedsell3	rentnum	tenantnum	sellnum

type	HousingHotCities	city1	city2	city3	city4	city5	city6	city7	city8	city9	city10	city11	city12	city13	city14

data	HousingHotCities	HHC001	北京	上海	广州	深圳	南京	重庆	天津	沈阳	成都	哈尔滨	苏州	杭州	武汉	青岛

data	HousingKeywords	HK000	房屋信息	出租	HHC001	HK000	HK000	HK000	HK000	房屋	房屋信息	房子	房子信息	看房	住房	找房子
data	HousingKeywords	HK001	租房	出租	HHC001	HK001		HK001		租房	求租	出租	出租房	租赁	租房信息	租屋	短租房	短期租房	房屋出租	出租房屋	房屋租赁	租房网	租房信息网	房屋求租	求租房屋	日租房	出租房源
data	HousingKeywords	HK002	找合租	合租	HHC001			HK002		合租	合租房	找合租	合租房源
data	HousingKeywords	HK003	二手房	出售	HHC001				HK003	二手房	卖房	卖屋	售房	售屋	二手房信息	2手房	2手房信息	找二手房	二手房网	二手房信息网	出售房源	二手房源	二手房房源
data	HousingNeighborhood	HN05852	深圳	南山区	云海天城	HN06673	HN06181	HN06050	HN06050	HN06673	HN06181	238	2	452	深圳云海天城	深圳南山区云海天城	深圳南山云海天城	深圳市云海天城	深圳市南山区云海天城	深圳市南山云海天城	云海天城	南山区云海天城	南山云海天城
data	HousingNeighborhood	HN05501	杭州	西湖区	庆丰新村	HN05569	HN05563	HN05564	HN05569	HN05563	HN05564	175	8	195	杭州庆丰新村	杭州西湖庆丰新村	杭州西湖区庆丰新村	杭州市庆丰新村	杭州市西湖庆丰新村	杭州市西湖区庆丰新村	庆丰新村	西湖庆丰新村	西湖区庆丰新村
data	HousingNeighborhood	HN01951	北京	宣武区	百万庄园							20	7	22	北京百万庄园	北京宣武区百万庄园	北京宣武百万庄园	北京市百万庄园	北京市宣武区百万庄园	北京市宣武百万庄园	百万庄园	宣武区百万庄园	宣武百万庄园
data	HousingNeighborhood	HN00113	上海	宝山区	上大路	HN00079	HN00138		HN00138	HN00079		22	13	706	上海上大路	上海宝山上大路	上海宝山区上大路	上海市上大路	上海市宝山上大路	上海市宝山区上大路	上大路	宝山上大路	宝山区上大路
data	HousingNeighborhood	HN01984	北京	宣武区	小红庙	HN01989	HN02004	HN01796	HN01989	HN01796	HN02004	553	38	286	北京小红庙	北京宣武区小红庙	北京宣武小红庙	北京市小红庙	北京市宣武区小红庙	北京市宣武小红庙	小红庙	宣武区小红庙	宣武小红庙
data	HousingNeighborhood	HN01201	上海	闸北区	凯润金城	HN01389	HN00916	HN00895	HN01389	HN00916	HN00895	95	2	178	上海凯润金城	上海闸北凯润金城	上海闸北区凯润金城	上海市凯润金城	上海市闸北凯润金城	上海市闸北区凯润金城	凯润金城	闸北凯润金城	闸北区凯润金城
data	HousingNeighborhood	HN03674	北京	通州区	新潮嘉园	HN02842	HN03719	HN03735	HN02842	HN03719	HN03687	71	23	437	北京新潮嘉园	北京通州新潮嘉园	北京通州区新潮嘉园	北京市新潮嘉园	北京市通州新潮嘉园	北京市通州区新潮嘉园	新潮嘉园	通州新潮嘉园	通州区新潮嘉园
data	HousingNeighborhood	HN06160	深圳	宝安区	径贝	HN06153	HN06104	HN06483	HN06153	HN06104	HN06483	20	2	48	深圳径贝	深圳宝安区径贝	深圳宝安径贝	深圳市径贝	深圳市宝安区径贝	深圳市宝安径贝	径贝	宝安区径贝	宝安径贝
data	HousingNeighborhood	HN04786	广州	天河区	天府路	HN04788	HN04683	HN04768	HN04788	HN04683	HN04712	762	13	531	广州天府路	广州天河区天府路	广州天河天府路	广州市天府路	广州市天河区天府路	广州市天河天府路	天府路	天河区天府路	天河天府路
data	HousingNeighborhood	HN00433	上海	杨浦区	三门路	HN00437	HN00442	HN00459	HN00437	HN00935	HN00442	756	49	612	上海三门路	上海杨浦三门路	上海杨浦区三门路	上海市三门路	上海市杨浦三门路	上海市杨浦区三门路	三门路	杨浦三门路	杨浦区三门路
data	HousingNeighborhood	HN02049	北京	崇文区	都市馨园	HN02070	HN02074	HN01986	HN02070	HN02074	HN02059	629	16	355	北京都市馨园	北京崇文区都市馨园	北京崇文都市馨园	北京市都市馨园	北京市崇文区都市馨园	北京市崇文都市馨园	都市馨园	崇文区都市馨园	崇文都市馨园
data	HousingNeighborhood	HN05240	无锡		建筑路	HN05245	HN05249	HN05235	HN05245	HN05244	HN05249	2827	23	2068	无锡建筑路	无锡市建筑路	建筑路
data	HousingNeighborhood	HN03932	南京	鼓楼区	石头城	HN03942	HN03934	HN03888	HN03942	HN03888	HN03889	269	19	158	南京石头城	南京鼓楼石头城	南京鼓楼区石头城	南京市石头城	南京市鼓楼石头城	南京市鼓楼区石头城	石头城	鼓楼石头城	鼓楼区石头城
data	HousingNeighborhood	HN05051	成都		国际花园	HN05102	HN05125	HN05183	HN05102	HN05183	HN05125	1284	0	1362	成都国际花园	成都市国际花园	国际花园
data	HousingNeighborhood	HN04958	广州	白云区	岗贝路	HN04683	HN04961	HN04967	HN04961	HN04683	HN04967	207	53	122	广州岗贝路	广州白云岗贝路	广州白云区岗贝路	广州市岗贝路	广州市白云岗贝路	广州市白云区岗贝路	岗贝路	白云岗贝路	白云区岗贝路
data	HousingNeighborhood	HN06403	深圳	福田区	骏皇名居	HN06673	HN06453	HN06460	HN06673	HN06453	HN06460	120	0	283	深圳骏皇名居	深圳福田区骏皇名居	深圳福田骏皇名居	深圳市骏皇名居	深圳市福田区骏皇名居	深圳市福田骏皇名居	骏皇名居	福田区骏皇名居	福田骏皇名居
data	HousingNeighborhood	HN04279	天津	和平区	国际大厦	HN04294	HN04541	HN04593	HN04593	HN04136	HN04541	488	3	16	天津国际大厦	天津和平国际大厦	天津和平区国际大厦	天津市国际大厦	天津市和平国际大厦	天津市和平区国际大厦	国际大厦	和平国际大厦	和平区国际大厦
data	HousingNeighborhood	HN00829	上海	浦东新区	灵山路	HN00877	HN00494	HN00807	HN00877	HN00494	HN00807	304	67	911	上海灵山路	上海浦东新区灵山路	上海浦东灵山路	上海市灵山路	上海市浦东新区灵山路	上海市浦东灵山路	灵山路	浦东新区灵山路	浦东灵山路
data	HousingNeighborhood	HN07130	苏州		盘蠡路	HN07107	HN07102	HN07099	HN07107	HN07046	HN06965	463	41	1071	苏州盘蠡路	苏州市盘蠡路	盘蠡路
data	HousingNeighborhood	HN04115	大连	普兰店市	和平	HN04117			HN04117			1209	14	156	大连普兰店市和平	大连和平	大连普兰店和平	大连市普兰店市和平	大连市和平	大连市普兰店和平	普兰店市和平	和平	普兰店和平
data	HousingNeighborhood	HN04765	广州	天河区	中信广场	HN04789	HN04774	HN04792	HN04789	HN04792	HN04774	1126	43	270	广州中信广场	广州天河区中信广场	广州天河中信广场	广州市中信广场	广州市天河区中信广场	广州市天河中信广场	中信广场	天河区中信广场	天河中信广场
data	HousingNeighborhood	HN00923	上海	虹口区	广灵四路	HN00472	HN00922	HN00447	HN00922	HN00912	HN00897	100	15	920	上海广灵四路	上海虹口区广灵四路	上海虹口广灵四路	上海市广灵四路	上海市虹口区广灵四路	上海市虹口广灵四路	广灵四路	虹口区广灵四路	虹口广灵四路
data	HousingNeighborhood	HN05572	武汉	东西湖区	常青花园	HN05730	HN05695		HN05730	HN05695		533	98	3502	武汉常青花园	武汉东西湖区常青花园	武汉东西湖常青花园	武汉市常青花园	武汉市东西湖区常青花园	武汉市东西湖常青花园	常青花园	东西湖区常青花园	东西湖常青花园
data	HousingNeighborhood	HN04204	天津	南开区	禧顺花园	HN04255	HN04270	HN04257	HN04255	HN04257	HN04263	28	0	223	天津禧顺花园	天津南开禧顺花园	天津南开区禧顺花园	天津市禧顺花园	天津市南开禧顺花园	天津市南开区禧顺花园	禧顺花园	南开禧顺花园	南开区禧顺花园
data	HousingNeighborhood	HN07120	苏州		枫桥路	HN07096	HN07089	HN06973	HN06973	HN06989	HN07096	263	6	172	苏州枫桥路	苏州市枫桥路	枫桥路
data	HousingNeighborhood	HN02297	北京	朝阳区	京达国际公寓	HN02842	HN02902	HN02922	HN02842	HN02902	HN02922	123	1	77	北京京达国际公寓	北京朝阳京达国际公寓	北京朝阳区京达国际公寓	北京市京达国际公寓	北京市朝阳京达国际公寓	北京市朝阳区京达国际公寓	京达国际公寓	朝阳京达国际公寓	朝阳区京达国际公寓
data	HousingNeighborhood	HN05044	成都		云影苑	HN05102	HN05051	HN05042	HN05102	HN05183	HN05051	77	0	533	成都云影苑	成都市云影苑	云影苑
data	HousingNeighborhood	HN00581	上海	浦东新区	御翠园	HN00877	HN00720	HN00784	HN00877	HN00720	HN00104	116	0	1467	上海御翠园	上海浦东新区御翠园	上海浦东御翠园	上海市御翠园	上海市浦东新区御翠园	上海市浦东御翠园	御翠园	浦东新区御翠园	浦东御翠园
data	HousingNeighborhood	HN03826	南京	江宁区	河海大学	HN03942	HN03849	HN03918	HN03942	HN03916	HN03849	688	10	170	南京河海大学	南京江宁区河海大学	南京江宁河海大学	南京市河海大学	南京市江宁区河海大学	南京市江宁河海大学	河海大学	江宁区河海大学	江宁河海大学
data	HousingNeighborhood	HN05160	成都		贝森路	HN05171	HN05094	HN05180	HN05094	HN05171	HN05180	428	49	750	成都贝森路	成都市贝森路	贝森路
data	HousingNeighborhood	HN07393	长春	朝阳区	桂林路	HN07411	HN07398	HN07378	HN07411	HN07398	HN07385	287	52	93	长春桂林路	长春朝阳桂林路	长春朝阳区桂林路	长春市桂林路	长春市朝阳桂林路	长春市朝阳区桂林路	朝阳桂林路	朝阳区桂林路
data	HousingNeighborhood	HN01935	北京	宣武区	师大附中	HN02899	HN03638	HN03424	HN02899	HN03638	HN03424	104	0	150	北京师大附中	北京宣武区师大附中	北京宣武师大附中	北京市师大附中	北京市宣武区师大附中	北京市宣武师大附中	师大附中	宣武区师大附中	宣武师大附中
data	HousingNeighborhood	HN04987	广州	花都区	天贵路	HN04683	HN04942		HN04683	HN04942		211	1	425	广州天贵路	广州花都区天贵路	广州花都天贵路	广州市天贵路	广州市花都区天贵路	广州市花都天贵路	天贵路	花都区天贵路	花都天贵路
data	HousingNeighborhood	HN05120	成都		梨花街	HN05217			HN05217			40	23	17	成都梨花街	成都市梨花街	梨花街
data	HousingNeighborhood	HN01257	上海	闸北区	虬江路	HN01251	HN00916	HN01314	HN00916	HN01258	HN00341	139	22	568	上海虬江路	上海闸北虬江路	上海闸北区虬江路	上海市虬江路	上海市闸北虬江路	上海市闸北区虬江路	虬江路	闸北虬江路	闸北区虬江路
data	HousingNeighborhood	HN04508	天津	河西区	友谊路	HN04548	HN04541	HN04538	HN04541	HN04548	HN04495	3088	75	3155	天津友谊路	天津河西友谊路	天津河西区友谊路	天津市友谊路	天津市河西友谊路	天津市河西区友谊路	友谊路	河西友谊路	河西区友谊路
data	HousingNeighborhood	HN05654	武汉		关山路	HN05652	HN05590		HN05652	HN05590		6	1	81	武汉关山路	武汉市关山路	关山路
data	HousingNeighborhood	HN03207	北京	海淀区	玉海园	HN03411	HN03381	HN03636	HN03411	HN03381	HN03636	403	79	845	北京玉海园	北京海淀玉海园	北京海淀区玉海园	北京市玉海园	北京市海淀玉海园	北京市海淀区玉海园	玉海园	海淀玉海园	海淀区玉海园
data	HousingNeighborhood	HN02402	北京	朝阳区	双花园南里一区	HN02842	HN02830	HN02809	HN02842	HN02809	HN02830	202	91	101	北京双花园南里一区	北京朝阳双花园南里一区	北京朝阳区双花园南里一区	北京市双花园南里一区	北京市朝阳双花园南里一区	北京市朝阳区双花园南里一区	双花园南里一区	朝阳双花园南里一区	朝阳区双花园南里一区
data	HousingNeighborhood	HN04946	广州	白云区	白云高尔夫花园	HN04683	HN04961	HN04975	HN04961	HN04683	HN04966	148	5	158	广州白云高尔夫花园	广州白云白云高尔夫花园	广州白云区白云高尔夫花园	广州市白云高尔夫花园	广州市白云白云高尔夫花园	广州市白云区白云高尔夫花园	白云高尔夫花园	白云白云高尔夫花园	白云区白云高尔夫花园
data	HousingNeighborhood	HN01186	上海	闵行区	金汇南路	HN01181	HN01141	HN01122	HN01181	HN01141	HN01122	417	2	1733	上海金汇南路	上海闵行金汇南路	上海闵行区金汇南路	上海市金汇南路	上海市闵行金汇南路	上海市闵行区金汇南路	金汇南路	闵行金汇南路	闵行区金汇南路
data	HousingNeighborhood	HN01073	上海	闵行区	古北新城	HN00294	HN01004	HN01181	HN00294	HN01004	HN01181	68	48	749	上海古北新城	上海闵行古北新城	上海闵行区古北新城	上海市古北新城	上海市闵行古北新城	上海市闵行区古北新城	古北新城	闵行古北新城	闵行区古北新城
data	HousingNeighborhood	HN03865	南京	白下区	太平南路	HN03849	HN03854	HN03859	HN03849	HN03875	HN03869	536	12	238	南京太平南路	南京白下太平南路	南京白下区太平南路	南京市太平南路	南京市白下太平南路	南京市白下区太平南路	太平南路	白下太平南路	白下区太平南路
data	HousingNeighborhood	HN06087	深圳	宝安区	建安小学	HN06158	HN06101	HN06136	HN06079	HN06136	HN06158	49	3	895	深圳建安小学	深圳宝安区建安小学	深圳宝安建安小学	深圳市建安小学	深圳市宝安区建安小学	深圳市宝安建安小学	建安小学	宝安区建安小学	宝安建安小学
data	HousingNeighborhood	HN01714	北京	丰台区	望园东里	HN01796	HN03636	HN03327	HN01796	HN03636	HN01812	385	107	512	北京望园东里	北京丰台望园东里	北京丰台区望园东里	北京市望园东里	北京市丰台望园东里	北京市丰台区望园东里	望园东里	丰台望园东里	丰台区望园东里
data	HousingNeighborhood	HN01158	上海	闵行区	申北路	HN00294	HN01193	HN01150	HN00294	HN01193	HN01150	308	81	1520	上海申北路	上海闵行申北路	上海闵行区申北路	上海市申北路	上海市闵行申北路	上海市闵行区申北路	申北路	闵行申北路	闵行区申北路
data	HousingNeighborhood	HN01207	上海	闸北区	新梅共和城	HN01224	HN01260	HN01229	HN01224	HN01235	HN01229	263	98	742	上海新梅共和城	上海闸北新梅共和城	上海闸北区新梅共和城	上海市新梅共和城	上海市闸北新梅共和城	上海市闸北区新梅共和城	新梅共和城	闸北新梅共和城	闸北区新梅共和城
data	HousingNeighborhood	HN00411	上海	普陀区	铜川路	HN00396	HN00410	HN01151	HN00410	HN00396	HN01151	167	64	1544	上海铜川路	上海普陀铜川路	上海普陀区铜川路	上海市铜川路	上海市普陀铜川路	上海市普陀区铜川路	铜川路	普陀铜川路	普陀区铜川路
data	HousingNeighborhood	HN03999	厦门	思明区	湖滨北路	HN04026	HN03977	HN04023	HN03977	HN04026	HN04000	1482	39	418	厦门湖滨北路	厦门思明区湖滨北路	厦门思明湖滨北路	厦门市湖滨北路	厦门市思明区湖滨北路	厦门市思明湖滨北路	湖滨北路	思明区湖滨北路	思明湖滨北路
data	HousingNeighborhood	HN00078	上海	卢湾区	黄陂南路	HN00309	HN00064	HN00076	HN00064	HN00309	HN00046	160	57	686	上海黄陂南路	上海卢湾区黄陂南路	上海卢湾黄陂南路	上海市黄陂南路	上海市卢湾区黄陂南路	上海市卢湾黄陂南路	黄陂南路	卢湾区黄陂南路	卢湾黄陂南路
data	HousingNeighborhood	HN00867	上海	浦东新区	金高路	HN00877	HN00780	HN00732	HN00877	HN00780	HN00732	175	240	871	上海金高路	上海浦东新区金高路	上海浦东金高路	上海市金高路	上海市浦东新区金高路	上海市浦东金高路	金高路	浦东新区金高路	浦东金高路
data	HousingNeighborhood	HN04484	天津	河西区	芳水园	HN04548	HN04508	HN04593	HN04593	HN04508	HN04548	251	1	736	天津芳水园	天津河西芳水园	天津河西区芳水园	天津市芳水园	天津市河西芳水园	天津市河西区芳水园	芳水园	河西芳水园	河西区芳水园
data	HousingNeighborhood	HN04239	天津	南开区	南开二马路	HN04296	HN04482	HN04285	HN04285	HN04162	HN04140	195	2	145	天津南开二马路	天津南开南开二马路	天津南开区南开二马路	天津市南开二马路	天津市南开南开二马路	天津市南开区南开二马路	南开二马路	南开南开二马路	南开区南开二马路
data	HousingNeighborhood	HN05647	武汉		临江大道	HN05690	HN05667	HN05641	HN05690	HN05667	HN05601	99	1	431	武汉临江大道	武汉市临江大道	临江大道
data	HousingNeighborhood	HN06503	深圳	罗湖区	大信大厦	HN06612	HN06600	HN06508	HN06612	HN06600	HN06575	198	44	241	深圳罗湖区大信大厦	深圳大信大厦	深圳罗湖大信大厦	深圳市罗湖区大信大厦	深圳市大信大厦	深圳市罗湖大信大厦	罗湖区大信大厦	大信大厦	罗湖大信大厦
data	HousingNeighborhood	HN02197	北京	昌平区	东营	HN01790			HN01790			54	12	4	北京东营	北京昌平区东营	北京昌平东营	北京市东营	北京市昌平区东营	北京市昌平东营	东营	昌平区东营	昌平东营
data	HousingNeighborhood	HN05631	武汉		英特小区	HN05640	HN05639	HN05674	HN05690	HN05639	HN05640	431	7	670	武汉英特小区	武汉市英特小区	英特小区
data	HousingNeighborhood	HN04055	合肥		芜湖路	HN04047	HN04064	HN04058	HN04064	HN04042	HN04047	1633	62	790	合肥芜湖路	合肥市芜湖路	芜湖路
data	HousingNeighborhood	HN00913	上海	虹口区	华昌路	HN00916	HN00903	HN01218	HN00916	HN01218	HN01233	122	2	143	上海华昌路	上海虹口区华昌路	上海虹口华昌路	上海市华昌路	上海市虹口区华昌路	上海市虹口华昌路	华昌路	虹口区华昌路	虹口华昌路
data	HousingNeighborhood	HN04841	广州	海珠区	和平家园	HN04904	HN04888	HN04697	HN04904	HN04888	HN04697	49	0	108	广州和平家园	广州海珠和平家园	广州海珠区和平家园	广州市和平家园	广州市海珠和平家园	广州市海珠区和平家园	和平家园	海珠和平家园	海珠区和平家园
data	HousingNeighborhood	HN01321	上海	静安区	江宁路	HN01305	HN01332	HN01314	HN01305	HN01332	HN01314	4951	184	23594	上海江宁路	上海静安江宁路	上海静安区江宁路	上海市江宁路	上海市静安江宁路	上海市静安区江宁路	江宁路	静安江宁路	静安区江宁路
data	HousingNeighborhood	HN03374	北京	海淀区	大学南门	HN03335	HN03379	HN02904	HN03335	HN03379	HN02904	107	101	20	北京大学南门	北京海淀大学南门	北京海淀区大学南门	北京市大学南门	北京市海淀大学南门	北京市海淀区大学南门	大学南门	海淀大学南门	海淀区大学南门
data	HousingNeighborhood	HN04067	哈尔滨		欧洲新城	HN04080	HN04089	HN04074	HN04080	HN04089	HN04074	435	16	167	哈尔滨欧洲新城	哈尔滨市欧洲新城	欧洲新城
data	HousingNeighborhood	HN04777	广州	天河区	华南快速干线	HN04904	HN04808	HN04792	HN04921	HN04904	HN04915	1340	2	2734	广州华南快速干线	广州天河区华南快速干线	广州天河华南快速干线	广州市华南快速干线	广州市天河区华南快速干线	广州市天河华南快速干线	华南快速干线	天河区华南快速干线	天河华南快速干线
data	HousingNeighborhood	HN07485	青岛	市北区	南京路	HN07555	HN07493	HN07517	HN07517	HN07543	HN07493	1176	199	1377	青岛南京路	青岛市北区南京路	青岛市北南京路	青岛市南京路	青岛市市北区南京路	青岛市市北南京路	市北区南京路	市北南京路
data	HousingNeighborhood	HN01983	北京	宣武区	宣武门外大街	HN01989	HN03635	HN01992	HN01989	HN03635	HN03610	2977	2	663	北京宣武门外大街	北京宣武区宣武门外大街	北京宣武宣武门外大街	北京市宣武门外大街	北京市宣武区宣武门外大街	北京市宣武宣武门外大街	宣武门外大街	宣武区宣武门外大街	宣武宣武门外大街
data	HousingNeighborhood	HN04779	广州	天河区	华穗路	HN04683	HN04808	HN04816	HN04683	HN04777	HN04808	773	0	415	广州华穗路	广州天河区华穗路	广州天河华穗路	广州市华穗路	广州市天河区华穗路	广州市天河华穗路	华穗路	天河区华穗路	天河华穗路
data	HousingNeighborhood	HN01658	北京	丰台区	双城公寓	HN01819	HN01821	HN01732	HN01819	HN01821	HN01699	71	50	132	北京双城公寓	北京丰台双城公寓	北京丰台区双城公寓	北京市双城公寓	北京市丰台双城公寓	北京市丰台区双城公寓	双城公寓	丰台双城公寓	丰台区双城公寓
data	HousingNeighborhood	HN04318	天津	和平区	鞍山道	HN04294	HN04307	HN04297	HN04263	HN04294	HN04228	248	17	106	天津鞍山道	天津和平鞍山道	天津和平区鞍山道	天津市鞍山道	天津市和平鞍山道	天津市和平区鞍山道	鞍山道	和平鞍山道	和平区鞍山道
data	HousingNeighborhood	HN02294	北京	朝阳区	京润水上花园别墅	HN02953	HN02902	HN01581	HN02953	HN02902	HN01581	9	0	53	北京京润水上花园别墅	北京朝阳京润水上花园别墅	北京朝阳区京润水上花园别墅	北京市京润水上花园别墅	北京市朝阳京润水上花园别墅	北京市朝阳区京润水上花园别墅	京润水上花园别墅	朝阳京润水上花园别墅	朝阳区京润水上花园别墅
data	HousingNeighborhood	HN05880	深圳	南山区	城市山林	HN06673	HN06181	HN06050	HN06050	HN06673	HN06181	288	13	1246	深圳城市山林	深圳南山区城市山林	深圳南山城市山林	深圳市城市山林	深圳市南山区城市山林	深圳市南山城市山林	城市山林	南山区城市山林	南山城市山林
data	HousingNeighborhood	HN05308	杭州	上城区	春江花月	HN05286	HN05280	HN05547	HN05547	HN05472	HN05475	206	0	3710	杭州春江花月	杭州上城区春江花月	杭州上城春江花月	杭州市春江花月	杭州市上城区春江花月	杭州市上城春江花月	春江花月	上城区春江花月	上城春江花月
data	HousingNeighborhood	HN06261	深圳	福田区	振业梅苑	HN06673	HN06438	HN06413	HN06673	HN06438	HN06413	176	11	163	深圳振业梅苑	深圳福田区振业梅苑	深圳福田振业梅苑	深圳市振业梅苑	深圳市福田区振业梅苑	深圳市福田振业梅苑	振业梅苑	福田区振业梅苑	福田振业梅苑
data	HousingNeighborhood	HN05519	杭州	西湖区	溪畔花园	HN05556			HN05556			20	1	99	杭州溪畔花园	杭州西湖溪畔花园	杭州西湖区溪畔花园	杭州市溪畔花园	杭州市西湖溪畔花园	杭州市西湖区溪畔花园	溪畔花园	西湖溪畔花园	西湖区溪畔花园
data	HousingNeighborhood	HN07171	西安	碑林区	东关正街	HN07182	HN07161	HN07163	HN07214	HN07161	HN07182	583	3	516	西安东关正街	西安碑林东关正街	西安碑林区东关正街	西安市东关正街	西安市碑林东关正街	西安市碑林区东关正街	东关正街	碑林东关正街	碑林区东关正街
data	HousingNeighborhood	HN00746	上海	浦东新区	利津路	HN00818	HN00780	HN00741	HN00818	HN00741	HN00780	146	116	1402	上海利津路	上海浦东新区利津路	上海浦东利津路	上海市利津路	上海市浦东新区利津路	上海市浦东利津路	利津路	浦东新区利津路	浦东利津路
data	HousingNeighborhood	HN02504	北京	朝阳区	山水文园	HN02842	HN02830	HN02809	HN02842	HN02809	HN02830	241	2	1922	北京山水文园	北京朝阳山水文园	北京朝阳区山水文园	北京市山水文园	北京市朝阳山水文园	北京市朝阳区山水文园	山水文园	朝阳山水文园	朝阳区山水文园
data	HousingNeighborhood	HN05781	济南	历城区	百花小区	HN05790	HN05803	HN05799	HN05790	HN05803	HN05799	313	82	1657	济南百花小区	济南历城百花小区	济南历城区百花小区	济南市百花小区	济南市历城百花小区	济南市历城区百花小区	百花小区	历城百花小区	历城区百花小区
data	HousingNeighborhood	HN04091	哈尔滨		长江路	HN04078	HN04068		HN04078	HN04068		702	17	122	哈尔滨长江路	哈尔滨市长江路
data	HousingNeighborhood	HN02025	北京	崇文区	富贵园	HN02070	HN02074	HN01986	HN02070	HN02074	HN02059	1370	131	1886	北京富贵园	北京崇文区富贵园	北京崇文富贵园	北京市富贵园	北京市崇文区富贵园	北京市崇文富贵园	富贵园	崇文区富贵园	崇文富贵园
data	HousingNeighborhood	HN07114	苏州		星汉街	HN07128	HN07026	HN07000	HN07128	HN07026	HN07116	4862	42	3377	苏州星汉街	苏州市星汉街	星汉街
data	HousingNeighborhood	HN00751	上海	浦东新区	南泉路	HN00877	HN00121	HN00724	HN00877	HN00121	HN00724	548	23	585	上海南泉路	上海浦东新区南泉路	上海浦东南泉路	上海市南泉路	上海市浦东新区南泉路	上海市浦东南泉路	南泉路	浦东新区南泉路	浦东南泉路
data	HousingNeighborhood	HN00456	上海	杨浦区	延吉中路	HN00437	HN00481	HN00458	HN00437	HN00458	HN00481	112	25	494	上海延吉中路	上海杨浦延吉中路	上海杨浦区延吉中路	上海市延吉中路	上海市杨浦延吉中路	上海市杨浦区延吉中路	延吉中路	杨浦延吉中路	杨浦区延吉中路
data	HousingNeighborhood	HN06484	深圳	福田区	龙尾路	HN06673	HN06438	HN06337	HN06673	HN06438	HN06248	46	2	16	深圳龙尾路	深圳福田区龙尾路	深圳福田龙尾路	深圳市龙尾路	深圳市福田区龙尾路	深圳市福田龙尾路	龙尾路	福田区龙尾路	福田龙尾路
data	HousingNeighborhood	HN05957	深圳	南山区	绿海名都	HN06181	HN06010	HN06022	HN06181	HN06010	HN06022	565	3	784	深圳绿海名都	深圳南山区绿海名都	深圳南山绿海名都	深圳市绿海名都	深圳市南山区绿海名都	深圳市南山绿海名都	绿海名都	南山区绿海名都	南山绿海名都
data	HousingNeighborhood	HN00025	上海	南汇区	石门	HN01305	HN01332	HN01314	HN01305	HN01332	HN01314	82	1	72	上海石门	上海南汇石门	上海南汇区石门	上海市石门	上海市南汇石门	上海市南汇区石门	石门	南汇石门	南汇区石门
data	HousingNeighborhood	HN04845	广州	海珠区	富景花园	HN04904	HN04683	HN04893	HN04904	HN04683	HN04893	397	10	101	广州富景花园	广州海珠富景花园	广州海珠区富景花园	广州市富景花园	广州市海珠富景花园	广州市海珠区富景花园	富景花园	海珠富景花园	海珠区富景花园
data	HousingNeighborhood	HN06658	深圳	龙岗区	英郡年华	HN06671	HN06663		HN06671	HN06663		277	10	922	深圳英郡年华	深圳龙岗英郡年华	深圳龙岗区英郡年华	深圳市英郡年华	深圳市龙岗英郡年华	深圳市龙岗区英郡年华	英郡年华	龙岗英郡年华	龙岗区英郡年华
data	HousingNeighborhood	HN03702	北京	通州区	自由城	HN02842	HN02838	HN03719	HN02842	HN02838	HN03719	53	7	493	北京自由城	北京通州自由城	北京通州区自由城	北京市自由城	北京市通州自由城	北京市通州区自由城	自由城	通州自由城	通州区自由城
data	HousingNeighborhood	HN02585	北京	朝阳区	林达大厦	HN01583	HN02841	HN01594	HN01583	HN01594	HN02841	62	5	9	北京林达大厦	北京朝阳林达大厦	北京朝阳区林达大厦	北京市林达大厦	北京市朝阳林达大厦	北京市朝阳区林达大厦	林达大厦	朝阳林达大厦	朝阳区林达大厦
data	HousingNeighborhood	HN07215	西安	雁塔区	永松路	HN07219	HN07224	HN07174	HN07219	HN07224	HN07214	2357	47	1681	西安永松路	西安雁塔永松路	西安雁塔区永松路	西安市永松路	西安市雁塔永松路	西安市雁塔区永松路	永松路	雁塔永松路	雁塔区永松路
data	HousingNeighborhood	HN06293	深圳	福田区	梅华小学	HN06673	HN06181	HN06438	HN06673	HN06438	HN06181	22	5	88	深圳梅华小学	深圳福田区梅华小学	深圳福田梅华小学	深圳市梅华小学	深圳市福田区梅华小学	深圳市福田梅华小学	梅华小学	福田区梅华小学	福田梅华小学
data	HousingNeighborhood	HN03876	南京	白下区	龙蟠中路	HN03849	HN03864	HN03871	HN03864	HN03849	HN03871	365	13	236	南京龙蟠中路	南京白下龙蟠中路	南京白下区龙蟠中路	南京市龙蟠中路	南京市白下龙蟠中路	南京市白下区龙蟠中路	龙蟠中路	白下龙蟠中路	白下区龙蟠中路
data	HousingNeighborhood	HN02858	北京	朝阳区	安慧里	HN02899	HN02793	HN02861	HN02899	HN02793	HN02861	1555	692	1438	北京安慧里	北京朝阳安慧里	北京朝阳区安慧里	北京市安慧里	北京市朝阳安慧里	北京市朝阳区安慧里	安慧里	朝阳安慧里	朝阳区安慧里
